"","mgi_symbol","start_position","end_position","length"
"5247","Sema4f",82911885,82939769,27.884
"5248","Sept11",93093437,93176447,83.01
"5249","Serbp1",67238176,67297736,59.56
"5250","Sgce",4674350,4747207,72.857
"5251","Skap2",51857422,52012549,155.127
"5252","Slc10a6",103605711,103629403,23.692
"5253","Slc2a3",122727809,122801640,73.831
"5254","Slc30a9",67306955,67358443,51.488
"5255","Slc4a5",83219828,83304945,85.117
"5256","Slc5a6",31036036,31048924,12.888
"5257","Slc6a12",121343076,121365775,22.699
"5258","Slc6a6",91684053,91759066,75.013
"5259","Slc7a1",148327410,148399904,72.494
"5260","Smarcad1",65042583,65116061,73.478
"5261","Smo",29735503,29761365,25.862
"5262","Smyd1",71213940,71322233,108.293
"5263","Smyd5",85431989,85446435,14.446
"5264","Snca",60731575,60829855,98.28
"5265","Snd1",28475139,28935162,460.023
"5266","Snrpg",86371304,86379328,8.024
"5267","Snx10",51523901,51590679,66.778
"5268","Sod3",52363791,52371418,7.627
"5269","Sox5",143828425,144781977,953.552
"5270","Spp1",104435118,104441050,5.932
"5271","Spr",85130176,85137766,7.59
"5272","Spsb2",124808661,124810619,1.958
"5273","Srrt",137295704,137307674,11.97
"5274","Ssbp1",40471352,40484700,13.348
"5275","Sspn",145931641,145965223,33.582
"5276","Sspo",48448229,48501250,53.021
"5277","St3gal5",72097592,72154571,56.979
"5278","St7",17692933,17943025,250.092
"5279","Stag3",138280240,138312393,32.153
"5280","Stbd1",92603041,92606579,3.538
"5281","Strap",137735078,137751932,16.854
"5282","Suclg1",73248382,73276911,28.529
"5283","Suclg2",95473009,95718800,245.791
"5284","Sumf1",108107028,108185582,78.554
"5285","Sun1",139200637,139249840,49.203
"5286","Syn2",115134902,115282006,147.104
"5287","Tacc3",33658128,33678995,20.867
"5288","Taok3",117120129,117275219,155.09
"5289","Tax1bp1",52713729,52766780,53.051
"5290","Tbl2",135149657,135165760,16.103
"5291","Tbxas1",38875404,39084585,209.181
"5292","Tcf7l1",72626378,72789254,162.876
"5293","Tead4",128224288,128300823,76.535
"5294","Tex261",83768885,83775813,6.928
"5295","Tfpi2",3962595,3988919,26.324
"5296","Tgoln1",72608432,72617000,8.568
"5297","Thumpd3",113046225,113068273,22.048
"5298","Tia1",86404219,86433405,29.186
"5299","Tlx2",83068324,83070293,1.969
"5300","Tm7sf3",146602352,146642824,40.472
"5301","Tmem119",113793729,113800516,6.787
"5302","Tmem150a",72355447,72359762,4.315
"5303","Tmem150a",72355446,72359761,4.315
"5304","Tmem165",76183880,76209245,25.365
"5305","Tmem176a",48840919,48847071,6.152
"5306","Tmem176b",48833818,48841496,7.678
"5307","Tmem214",30868012,30879180,11.168
"5308","Tmem40",115729131,115762410,33.279
"5309","Tmem43",91473703,91488463,14.76
"5310","Tnfrsf1a",125349362,125362484,13.122
"5311","Tnpo3",29540827,29609887,69.06
"5312","Tpi1",124810586,124814296,3.71
"5313","Tpk1",43345001,43666278,321.277
"5314","Tpra1",88902251,88912238,9.987
"5315","Trh",92242061,92244650,2.589
"5316","Trnt1",106769120,106782474,13.354
"5317","Tspan12",21771395,21852515,81.12
"5318","Tspan33",29694222,29718559,24.337
"5319","Tspan9",127961396,128143594,182.198
"5320","Tuba3a",125278274,125286042,7.768
"5321","Tuba3b",145615757,145621479,5.722
"5322","Tuba8",121210696,121226854,16.158
"5323","Tulp3",128321161,128355851,34.69
"5324","Txnrd3",89643988,89675529,31.541
"5325","Uba3",97183670,97205647,21.977
"5326","Ube2h",30211289,30304539,93.25
"5327","Uso1",92137938,92202798,64.86
"5328","Usp39",72318678,72345184,26.506
"5329","Usp39",72318677,72345183,26.506
"5330","Usp5",124815019,124829484,14.465
"5331","Vamp1",125215551,125245964,30.413
"5332","Vamp5",72368794,72380468,11.674
"5333","Vamp5",72368793,72380467,11.674
"5334","Vamp8",72385223,72390703,5.48
"5335","Vamp8",72385222,72390702,5.48
"5336","Vax2",83711264,83738313,27.049
"5337","Vhl",113623959,113631633,7.674
"5338","Vopp1",57727807,57825159,97.352
"5339","Vwf",125546774,125686679,139.905
"5340","Wbp1",83119044,83121559,2.515
"5341","Wbp11",136813654,136828233,14.579
"5342","Wfs1",36966104,36989205,23.101
"5343","Wipi2",142627698,142670588,42.89
"5344","Wsb2",117357304,117378601,21.297
"5345","Xpc",91489305,91515888,26.583
"5346","Yes1",32611171,32687057,75.886
"5347","Ywhag",135908409,135934616,26.207
"5348","Zan",137378637,137477064,98.427
"5349","Zc3hc1",30366380,30391028,24.648
"5350","Zfp239",117862100,117873291,11.191
"5351","Zfp282",47877204,47908485,31.281
"5352","Zfp398",47835661,47873537,37.876
"5353","Zfp422",116624016,116628999,4.983
"5354","Zfp467",48427697,48445825,18.128
"5355","Zfp518b",38668484,38684826,16.342
"5356","Zfp637",117841180,117845956,4.776
"5357","Zfp746",48062395,48086593,24.198
"5358","Zfp777",48024188,48048911,24.723
"5359","Zkscan14",145194946,145201868,6.922
"5360","Znrf2",54816916,54893500,76.584
"5361","1110004F10Rik",116039397,116105210,65.813
"5362","1810058I24Rik",35252654,35263496,10.842
"5363","2610001J05Rik",13867735,13871518,3.783
"5364","9530053A07Rik",28129466,28164811,35.345
"5365","Aass",23072173,23132986,60.813
"5366","Adam12",133883199,134232146,348.947
"5367","Adam8",139978932,139992562,13.63
"5368","Adm",110627661,110629820,2.159
"5369","Akr1b8",34354119,34368463,14.344
"5370","Akt1s1",44848991,44855421,6.43
"5371","Akt2",27591552,27640826,49.274
"5372","Aldh1a3",66390890,66427517,36.627
"5373","Ampd3",110768206,110812405,44.199
"5374","Ankrd42",92581723,92637142,55.419
"5375","Anpep",79821803,79861059,39.256
"5376","Ap2a1",44900373,44929496,29.123
"5377","Ap2a2",141562173,141633011,70.838
"5378","Ap3s2",79875325,79920649,45.324
"5379","Apba2",64501706,64753878,252.172
"5380","Apbb1",105558483,105581653,23.17
"5381","Aplp1",30434982,30445535,10.553
"5382","Apoc1",19689481,19692660,3.179
"5383","Apoe",19696109,19699188,3.079
"5384","Arfip2",105634203,105640416,6.213
"5385","Arhgef1",24902912,24926594,23.682
"5386","Arl6ip1",118118891,118129662,10.771
"5387","Arnt2",84246278,84410176,163.898
"5388","Arntl",113207465,113314126,106.661
"5389","Arrb1",99535466,99606771,71.305
"5390","Art5",102096879,102109489,12.61
"5391","Ascl2",142966829,142969264,2.435
"5392","Asprv1",86628164,86629710,1.546
"5393","Ate1",130391493,130520369,128.876
"5394","Atf5",44812256,44816658,4.402
"5395","Bag3",128523616,128546981,23.365
"5396","Bax",45461697,45466898,5.201
"5397","Bcat2",45570153,45589711,19.558
"5398","Bckdha",25629946,25658981,29.035
"5399","Bckdk",127904082,127910221,6.139
"5400","Bcl3",19808462,19822770,14.308
"5401","Bcl7c",127661456,127708933,47.477
"5402","Bet1l",140853394,140857577,4.183
"5403","Blm",80454733,80535119,80.386
"5404","Bnc1",81966672,81992292,25.62
"5405","Bnip3",138890836,138909519,18.683
"5406","Bola2",126695401,126699798,4.397
"5407","Bola3",83349147,83360136,10.989
"5408","Btbd1",81792074,81829431,37.357
"5409","Bub3",131560222,131571895,11.673
"5410","Calca",114631478,114636357,4.879
"5411","Calm3",16915379,16924114,8.735
"5412","Capn5",98121559,98178274,56.715
"5413","Capns1",30186936,30198811,11.875
"5414","Cars",143557230,143600090,42.86
"5415","Ccdc90b",92561149,92582294,21.145
"5416","Ccnd1",144929931,144939925,9.994
"5417","Ccne1",38097984,38107534,9.55
"5418","Cd151",141467392,141471473,4.081
"5419","Cd2bp2",127191660,127196050,4.39
"5420","Cd81",143052739,143067934,15.195
"5421","Cdipt",126975914,126980501,4.587
"5422","Cdkn1c",143458339,143461050,2.711
"5423","Cdr2",120957036,120982312,25.276
"5424","Cebpa",35119293,35121928,2.635
"5425","Cebpg",35046422,35056573,10.151
"5426","Chmp2a",13032010,13034807,2.797
"5427","Cib1",80227147,80232813,5.666
"5428","Cic",25267704,25294159,26.455
"5429","Clec11a",44302687,44306902,4.215
"5430","Clip3",30291728,30308367,16.639
"5431","Cln3",126571207,126585817,14.61
"5432","Clns1a",97696634,97720796,24.162
"5433","Clptm1",19631571,19665033,33.462
"5434","Cnot3",3645268,3661109,15.841
"5435","Copb1",114215559,114254711,39.152
"5436","Coq7",118509659,118533356,23.697
"5437","Cox6a2",128205435,128206387,0.952
"5438","Cox6b1",30616861,30626151,9.29
"5439","Cox6b2",4751792,4753094,1.302
"5440","Cox7a1",30184144,30186078,1.934
"5441","Cpeb1",81347026,81455465,108.439
"5442","Crx",15865947,15879968,14.021
"5443","Crym",120186380,120202111,15.731
"5444","Ctbp2",132987563,133124354,136.791
"5445","Ctf1",127712736,127718192,5.456
"5446","Ctr9",111028951,111056377,27.426
"5447","Ctsc",88278085,88310888,32.803
"5448","Ctsd",142375911,142388038,12.127
"5449","Cttn",144435733,144471009,35.276
"5450","Cyfip1",55841745,55932602,90.857
"5451","Cyth2",45806637,45814581,7.944
"5452","Dbp",45705088,45710203,5.115
"5453","Dctn5",122133041,122149044,16.003
"5454","Dctpp1",127256959,127260709,3.75
"5455","Deaf1",141297180,141327690,30.51
"5456","Dennd5a",109893780,109960470,66.69
"5457","Dhcr7",143823145,143848410,25.265
"5458","Dhx32",133720942,133782726,61.784
"5459","Dkk3",112116017,112159057,43.04
"5460","Dmkn",30763756,30781063,17.307
"5461","Dmwd",19076227,19082776,6.549
"5462","Dpysl4",139086001,139102704,16.703
"5463","Dpysl4",139064188,139080891,16.703
"5464","Dusp11",85942268,85961667,19.399
"5465","Dusp8",142079490,142095843,16.353
"5466","Dyrk1b",28179469,28187294,7.825
"5467","Ebf3",137193673,137314445,120.772
"5468","Echs1",140105710,140116476,10.766
"5469","Eed",89954654,89980983,26.329
"5470","Eef2k",120842831,120907450,64.619
"5471","Eif3c",126546455,126566411,19.956
"5472","Eif3f",108934417,108942951,8.534
"5473","Eif4g2",111067750,111083030,15.28
"5474","Emp3",45918023,45921404,3.381
"5475","Epn1",5080235,5098178,17.943
"5476","Ercc1",19344778,19356524,11.746
"5477","Erf",25242561,25250761,8.2
"5478","Eri2",119768679,119794058,25.379
"5479","Etfb",43444083,43457800,13.717
"5480","Ethe1",24587543,24608925,21.382
"5481","Exosc5",25659164,25671368,12.204
"5482","Fadd",144577318,144582463,5.145
"5483","Fah",84585159,84606722,21.563
"5484","Fbl",28169710,28179269,9.559
"5485","Fbrs",127479199,127491711,12.512
"5486","Fcgrt",45092990,45103851,10.861
"5487","Fes",80377756,80387946,10.19
"5488","Fgf15",144896531,144900953,4.422
"5489","Fgf3",144838083,144844436,6.353
"5490","Fgf4",144847367,144865243,17.876
"5491","Fgfr1op2",146577203,146599198,21.995
"5492","Fgfr2",130162451,133123350,2960.899
"5493","Flt3l",45129788,45136432,6.644
"5494","Folh1",86718977,86775943,56.966
"5495","Folr1",101858331,101870788,12.457
"5496","Fosb",19302696,19310051,7.355
"5497","Foxa3",19013284,19023538,10.254
"5498","Foxm1",128362967,128376146,13.179
"5499","Ftl1",45457944,45459884,1.94
"5500","Furin",80388585,80405436,16.851
"5501","Fus",127967457,127985701,18.244
"5502","Fxyd1",31051678,31057199,5.521
"5503","Fxyd5",31032722,31042481,9.759
"5504","Fzd4",89404355,89413134,8.779
"5505","Gab2",97081586,97308946,227.36
"5506","Gabrb3",57419692,57828802,409.11
"5507","Gabrg3",56716465,57387188,670.723
"5508","Gars",55038007,55079500,41.493
"5509","Gas2",51862015,51994975,132.96
"5510","Gde1",118688545,118705778,17.233
"5511","Gdpd3",126766334,126775649,9.315
"5512","Gdpd5",99381414,99461877,80.463
"5513","Gga2",121986722,122021222,34.5
"5514","Ggct",54982580,54992950,10.37
"5515","Glrx3",137437614,137468594,30.98
"5516","Gm6644",55444074,55445024,0.95
"5517","Gmfg",28437447,28448233,10.786
"5518","Gng12",66896397,67021350,124.953
"5519","Gpi1",34201330,34230336,29.006
"5520","Grik5",25009849,25072346,62.497
"5521","Grwd1",45825223,45830944,5.721
"5522","Gsk3a",25228258,25237851,9.593
"5523","Gt(ROSA)26Sor",113067428,113077333,9.905
"5524","Gtf2h1",46796103,46823800,27.697
"5525","Gtf3c1",125640954,125707780,66.826
"5526","Gys1",45434844,45456619,21.775
"5527","H19",142575529,142578143,2.614
"5528","H1fx",87980421,87981637,1.216
"5529","Haus5",30653711,30664994,11.283
"5530","Herc2",56050196,56231800,181.604
"5531","Hif3a",17031507,17062427,30.92
"5532","Hmx3",131542867,131544925,2.058
"5533","Hnrnpl",28808541,28822266,13.725
"5534","Homer2",81600481,81707527,107.046
"5535","Hoxa4",52189671,52191753,2.082
"5536","Hpn",31098725,31115290,16.565
"5537","Hrc",45335290,45338974,3.684
"5538","Hspbp1",4660521,4685068,24.547
"5539","Htatip2",49759115,49773975,14.86
"5540","Htra1",130936111,130985660,49.549
"5541","Idh2",80094846,80115392,20.546
"5542","Ifitm1",140967221,140969825,2.604
"5543","Ifitm2",140954837,140955987,1.15
"5544","Ifitm3",141009586,141010770,1.184
"5545","Igf2",142650766,142666816,16.05
"5546","Il11",4772373,4782859,10.486
"5547","Il18bp",102014885,102018690,3.805
"5548","Il4ra",125552120,125579474,27.354
"5549","Ilk",105736592,105742925,6.333
"5550","Ing4",125039760,125049265,9.505
"5551","Ino80e",126850960,126862377,11.417
"5552","Inpp5a",139389109,139579652,190.543
"5553","Inppl1",101822632,101838229,15.597
"5554","Ipo7",110018274,110056609,38.335
"5555","Iqgap1",80711583,80825974,114.391
"5556","Irf2bp1",19004044,19006777,2.733
"5557","Irf3",44997648,45002848,5.2
"5558","Isg20",78913424,78920396,6.972
"5559","Itgal",127296260,127335138,38.878
"5560","Itgam",128062640,128118491,55.851
"5561","Josd2",44467980,44471662,3.682
"5562","Kcna7",45405653,45409763,4.11
"5563","Kcnj11",46093953,46100764,6.811
"5564","Kdelr1",45872772,45883732,10.96
"5565","Kdm3a",71588972,71632990,44.018
"5566","Kdm5a",120364124,120444574,80.45
"5567","Kif22",127027729,127042471,14.742
"5568","Klf13",63886351,63938915,52.564
"5569","Klk8",43797577,43803826,6.249
"5570","Ldha",46841475,46855627,14.152
"5571","Ldhc",46861203,46878142,16.939
"5572","Leng8",4137039,4148177,11.138
"5573","Lgi4",31059342,31070935,11.593
"5574","Lhpp",132610638,132706420,95.782
"5575","Lig1",13277283,13311433,34.15
"5576","Lipe",25379527,25398710,19.183
"5577","Lmo1",109138572,109175207,36.635
"5578","Lsm14a",34344646,34393315,48.669
"5579","Lsp1",142460809,142494867,34.058
"5580","Lsr",30957770,30973464,15.694
"5581","Ltbp4",27305136,27337692,32.556
"5582","Lyve1",110850607,110863239,12.632
"5583","Map4k1",28982050,29003279,21.229
"5584","Mark4",19424775,19458821,34.046
"5585","Maz",127022130,127027037,4.907
"5586","Mcee",64392607,64412125,19.518
"5587","Meis3",16175090,16186504,11.414
"5588","Mettl9",121034445,121078329,43.884
"5589","Mfge8",79133768,79149060,15.292
"5590","Mgmt",136894614,137130266,235.652
"5591","Mki67",135689784,135716361,26.577
"5592","Mkrn3",62417593,62420139,2.546
"5593","Mogat2",99219084,99238619,19.535
"5594","Mphosph10",64376527,64392268,15.741
"5595","Mrpl17",105803206,105811099,7.893
"5596","Mrpl23",142532686,142540747,8.061
"5597","Mrpl46",78775236,78783531,8.295
"5598","Mrpl48",100545751,100608301,62.55
"5599","Mrps11",78783119,78792989,9.87
"5600","Mrps12",28739641,28741820,2.179
"5601","Mrvi1",110868266,110982461,114.195
"5602","Mtmr10",64287653,64340806,53.153
"5603","Muc5ac",141788972,141819231,30.259
"5604","Mvp",126986860,127014621,27.761
"5605","Myadm",3289080,3300442,11.362
"5606","Myadm",3295240,3296199,0.959
"5607","Myh14",44605803,44670843,65.04
"5608","Myo7a",98051060,98119524,68.464
"5609","Mypop",18991245,19001766,10.521
"5610","Mzf1",13042303,13054764,12.461
"5611","Nap1l4",143513579,143549106,35.527
"5612","Napa",16098458,16117975,19.517
"5613","Napsa",44572380,44586862,14.482
"5614","Nav2",48908716,49610090,701.374
"5615","Ndn",62346569,62350262,3.693
"5616","Ndufa3",3617373,3620327,2.954
"5617","Ndufab1",122085403,122101886,16.483
"5618","Ndufc2",97400003,97407802,7.799
"5619","Nfatc2ip",126382854,126396737,13.883
"5620","Nfkbib",28758251,28767512,9.261
"5621","Ngrn",80261215,80265374,4.159
"5622","Nkx6-2",139579376,139582797,3.421
"5623","Nmb",80902227,80905076,2.849
"5624","Nomo1",46033698,46084212,50.514
"5625","Npas1",16455721,16477728,22.007
"5626","Nr1h2",44549616,44553951,4.335
"5627","Nr2f2",70351944,70366735,14.791
"5628","Nsmce1",125467640,125491596,23.956
"5629","Ntrk3",78175959,78738012,562.053
"5630","Nucb1",45490458,45510406,19.948
"5631","Nucb2",116504369,116540584,36.215
"5632","Numa1",101934111,102014964,80.853
"5633","Nup62",44816088,44830812,14.724
"5634","Nupr1",126623249,126630861,7.612
"5635","Oat",132557478,132576398,18.92
"5636","Oca2",56239760,56536518,296.758
"5637","Osbpl5",143688762,143756985,68.223
"5638","P2ry2",100996568,101012866,16.298
"5639","Pafah1b3",25295049,25297986,2.937
"5640","Pak4",28558819,28598185,39.366
"5641","Pcsk6",65861734,66050386,188.652
"5642","Pdcd2l",34184499,34196661,12.162
"5643","Pdcd5",35641982,35647521,5.539
"5644","Pde8a",81213596,81334533,120.937
"5645","Peg3",6703892,6730431,26.539
"5646","Pepd",34912379,35044708,132.329
"5647","Pex11a",79735957,79743131,7.174
"5648","Pgap2",102210208,102238567,28.359
"5649","Phkg2",127573340,127583307,9.967
"5650","Phlda2",143501545,143503150,1.605
"5651","Phrf1",141228784,141262750,33.966
"5652","Pih1d1",45154303,45160065,5.762
"5653","Pik3c2a",116337265,116443449,106.184
"5654","Pkp3",141078218,141090510,12.292
"5655","Plaur",24462484,24475968,13.484
"5656","Pld3",27532000,27553218,21.218
"5657","Plekha1",130865756,130913312,47.556
"5658","Plekha7",116123485,116308376,184.891
"5659","Plk1",122159439,122169873,10.434
"5660","Pnkp",44857139,44862992,5.853
"5661","Pnpla2",141455198,141460743,5.545
"5662","Pold1",44532746,44548849,16.103
"5663","Pold3",100082111,100121565,39.454
"5664","Polg",79446231,79466362,20.131
"5665","Polr2i",30231948,30233390,1.442
"5666","Polr2l",141471860,141475132,3.272
"5667","Pop4",38261996,38271423,9.427
"5668","Pou2f2",25087344,25179726,92.382
"5669","Ppfibp2",107595207,107748583,153.376
"5670","Ppp1r12c",4481520,4501680,20.16
"5671","Ppp1r15a",45522916,45526268,3.352
"5672","Ppp4c",126785866,126792496,6.63
"5673","Ppp5c",17004640,17027924,23.284
"5674","Prc1",80294450,80316259,21.809
"5675","Prkcb",122288751,122634402,345.651
"5676","Prkd2",16842902,16870464,27.562
"5677","Prmt1",44975989,44986568,10.579
"5678","Prmt3",49778346,49858265,79.919
"5679","Prpf31",3629985,3642486,12.501
"5680","Prrg2",45053584,45062677,9.093
"5681","Prss23",89507783,89527187,19.404
"5682","Prss8",127925716,127930104,4.388
"5683","Prx",27499324,27520214,20.89
"5684","Psenen",30561863,30563627,1.764
"5685","Psma1",114264606,114276118,11.512
"5686","Psmc4",28041707,28050101,8.394
"5687","Psmd13",140881968,140898643,16.675
"5688","Psmd8",29174188,29180701,6.513
"5689","Ptdss2",141122382,141157606,35.224
"5690","Ptov1",44863067,44869788,6.721
"5691","Ptpn5",47077795,47133684,55.889
"5692","Ptpre",135537481,135686293,148.812
"5693","Pvr",19903578,19921160,17.582
"5694","Rab4b",27168424,27178896,10.472
"5695","Rabac1",24969752,24972754,3.002
"5696","Rasip1",45627488,45639093,11.605
"5697","Rbbp6",122965686,123002557,36.871
"5698","Rbm42",30640999,30650317,9.318
"5699","Rcn3",45082913,45092221,9.308
"5700","Rdh13",4424770,4445649,20.879
"5701","Relb",19606217,19629438,23.221
"5702","Rgs10",128373621,128418758,45.137
"5703","Rhog",102239123,102256054,16.931
"5704","Rnf141",110800432,110844457,44.025
"5705","Rnh1",141160326,141172857,12.531
"5706","Rpl13a",45125558,45128761,3.203
"5707","Rpl18",45715457,45720836,5.379
"5708","Rpl27a",109519147,109522367,3.22
"5709","Rpl28",4792874,4795066,2.192
"5710","Rps11",45122379,45124439,2.06
"5711","Rps13",116331505,116334195,2.69
"5712","Rps16",28350652,28353155,2.503
"5713","Rps17",81342732,81345254,2.522
"5714","Rps19",24884371,24889806,5.435
"5715","Rps3",99477896,99483738,5.842
"5716","Rps5",12922290,12926686,4.396
"5717","Rras",45017961,45021647,3.686
"5718","Rrm1",102441695,102469771,28.076
"5719","Rtn2",19282624,19296160,13.536
"5720","Ruvbl2",45421760,45438096,16.336
"5721","Ryr1",29003344,29125179,121.835
"5722","Sae1",16320234,16387806,67.572
"5723","Samd4b",28399522,28598144,198.622
"5724","Sars2",28741992,28753871,11.879
"5725","Scn1b",31116524,31127003,10.479
"5726","Sec11a",80904889,80947780,42.891
"5727","Sec23ip",128744943,128784836,39.893
"5728","Sema4b",80186841,80226527,39.686
"5729","Sephs2",127271879,127274055,2.176
"5730","Sept1",127214447,127233130,18.683
"5731","Serpinh1",99345376,99353239,7.863
"5732","Sertad1",27486910,27490316,3.406
"5733","Setd1a",127776670,127800122,23.452
"5734","Sh2b1",126466994,126475424,8.43
"5735","Sh3gl3",82173840,82307419,133.579
"5736","Shkbp1",27342133,27356019,13.886
"5737","Sirt2",28766735,28788661,21.926
"5738","Sirt3",140863666,140882309,18.643
"5739","Six5",19094594,19098549,3.955
"5740","Slc1a5",16781340,16798274,16.934
"5741","Slc22a18",143473736,143499334,25.598
"5742","Slco3a1",74275419,74554780,279.361
"5743","Smpd1",105554360,105558389,4.029
"5744","Snrnp27",86675151,86684522,9.371
"5745","Snrpa",27187005,27196271,9.266
"5746","Snrpa1",66059003,66074587,15.584
"5747","Snrpd2",19149722,19153542,3.82
"5748","Sox6",115470872,116038796,567.924
"5749","Spcs2",99837569,99863462,25.893
"5750","Sphk2",45709467,45718002,8.535
"5751","Spint2",29256323,29281912,25.589
"5752","Spns1",126370060,126377450,7.39
"5753","St5",109523911,109703605,179.694
"5754","St8sia1",142821545,142964452,142.907
"5755","St8sia2",73939119,74013690,74.571
"5756","Stard10",101317086,101346626,29.54
"5757","Stim1",102267806,102437319,169.513
"5758","Strn4",16815889,16840931,25.042
"5759","Stx4a",127824294,127849019,24.725
"5760","Swap70",110221711,110283506,61.795
"5761","Syt17",118380717,118448222,67.505
"5762","Syt8",142434850,142440396,5.546
"5763","Syt9",107370728,107548656,177.928
"5764","Tacr1",82402334,82560104,157.77
"5765","Taf10",105739393,105744361,4.968
"5766","Tbcb",30224131,30232272,8.141
"5767","Tbx6",126781483,126785560,4.077
"5768","Tead1",112679318,112906807,227.489
"5769","Tead2",45215753,45233644,17.891
"5770","Tes",17065149,17105828,40.679
"5771","Tfpt",3620324,3629929,9.605
"5772","Tgfa",86195223,86275719,80.496
"5773","Tgfb1",25687002,25705077,18.075
"5774","Tgfb1i1",128246812,128255699,8.887
"5775","Thumpd1",119715093,119720798,5.705
"5776","Tial1",128439777,128461717,21.94
"5777","Tjp1",65296165,65527781,231.616
"5778","Tm2d3",65691169,65701913,10.744
"5779","Tmem126a",90450700,90457229,6.529
"5780","Tmem147",30727701,30729540,1.839
"5781","Tmem159",120102353,120120992,18.639
"5782","Tmem160",16452779,16455494,2.715
"5783","Tmem168",13580687,13608100,27.413
"5784","Tmem41b",109972187,109986929,14.742
"5785","Tmsb10",72957347,72958748,1.401
"5786","Tnni3",4518305,4524229,5.924
"5787","Tnrc6a",123123885,123195296,71.411
"5788","Tollip",141874813,141918507,43.694
"5789","Tomm40",19701313,19715438,14.125
"5790","Tpp1",105744811,105752235,7.424
"5791","Trim21",102557921,102565486,7.565
"5792","Trim28",12999114,13031035,31.921
"5793","Trim3",105604463,105633571,29.108
"5794","Trpm1",64153835,64269775,115.94
"5795","Tsen34",3692863,3701024,8.161
"5796","Tsg101",46888949,46919969,31.02
"5797","Tsku",98350668,98361328,10.66
"5798","Tspan4",141475240,141493427,18.187
"5799","Tssc4",143069249,143071093,1.844
"5800","Tub",108950338,109034460,84.122
"5801","Tufm",126487361,126490731,3.37
"5802","U2af2",5062143,5079938,17.795
"5803","Uba2",34140688,34169599,28.911
"5804","Ube2m",13035120,13038275,3.155
"5805","Ube2s",4794546,4812590,18.044
"5806","Ube3a",59228750,59311536,82.786
"5807","Ubfd1",122067175,122082194,15.019
"5808","Ucp2",100493337,100502020,8.683
"5809","Unc45a",80325292,80341005,15.713
"5810","Uqcrc2",120635176,120659524,24.348
"5811","Uros",133686243,133710072,23.829
"5812","Usf2",30945248,30956803,11.555
"5813","Utf1",139943789,139945112,1.323
"5814","Uvrag",98885021,99141141,256.12
"5815","Vasp",19256929,19271817,14.888
"5816","Vkorc1",127893063,127895617,2.554
"5817","Vmn2r32",7462096,7480018,17.922
"5818","Vmn2r37",9205546,9223653,18.107
"5819","Vrk3",44748413,44777515,29.102
"5820","Wee1",110122046,110143286,21.24
"5821","Wnk1",119923969,120038672,114.703
"5822","Wnt11",98835112,98855195,20.083
"5823","Xpo6",126101715,126200501,98.786
"5824","Xrcc1",24546289,24573440,27.151
"5825","Ypel3",126776955,126780514,3.559
"5826","Zfand6",84613766,84689959,76.193
"5827","Zfp110",12834761,12850577,15.816
"5828","Zfp14",30036359,30051380,15.021
"5829","Zfp143",110061217,110095394,34.177
"5830","Zfp146",30161269,30169750,8.481
"5831","Zfp28",6383295,6396915,13.62
"5832","Zfp30",29783998,29794702,10.704
"5833","Zfp36",28376784,28380253,3.469
"5834","Zfp444",6172226,6193811,21.585
"5835","Zfp568",29983955,30028282,44.327
"5836","Zfp574",25072567,25083492,10.925
"5837","Zfp59",27838607,27856438,17.831
"5838","Zfp60",27731389,27753702,22.313
"5839","Zfp61",24291039,24301232,10.193
"5840","Zfp688",127418967,127422068,3.101
"5841","Zfp771",127244274,127254803,10.529
"5842","Zfp93",24270420,24277794,7.374
"5843","Zfp94",24301704,24316666,14.962
"5844","Zranb1",132931142,132986391,55.249
"5845","Zyx",42349630,42360213,10.583
"5846","1110032A03Rik",50762828,50775520,12.692
"5847","1190005I06Rik",120608602,120647632,39.03
"5848","1700017B05Rik",57253117,57262612,9.495
"5849","2410002F23Rik",44246722,44252319,5.597
"5850","2610005L07Rik",20385782,20424814,39.032
"5851","6820431F20Rik",20262613,20297432,34.819
"5852","Aadat",60505932,60545677,39.745
"5853","Aars",111033144,111057664,24.52
"5854","Abcb10",123952459,123983122,30.663
"5855","Abce1",79683462,79711740,28.278
"5856","Abhd5",122351608,122381524,29.916
"5857","Abhd8",71456705,71463655,6.95
"5858","Acp5",22126727,22135711,8.984
"5859","Acsf3",122775486,122817880,42.394
"5860","Acsl1",46471037,46536051,65.014
"5861","Acta1",123891769,123894751,2.982
"5862","Actn4",28893248,28962340,69.092
"5863","Adam10",70678997,70780229,101.232
"5864","Adam5",24727093,24824369,97.276
"5865","Adam9",24949611,25016927,67.316
"5866","Adcy7",88272403,88329962,57.559
"5867","Adrb3",27225776,27250616,24.84
"5868","Afg3l1",123477903,123503916,26.013
"5869","Agpat5",18846277,18891361,45.084
"5870","Aktip",91111784,91199976,88.192
"5871","Alas1",106233455,106248654,15.199
"5872","Aldoa",126800790,126809108,8.318
"5873","Aldoa",126795234,126800751,5.517
"5874","Amfr",93971588,94012842,41.254
"5875","Angpt2",18690263,18741562,51.299
"5876","Ankrd10",11611583,11635757,24.174
"5877","Ankrd11",122883822,123042277,158.455
"5878","Ankrd49",14779618,14784856,5.238
"5879","Ap1g1",109778554,109864204,85.65
"5880","Ap1m1",72240018,72257385,17.367
"5881","Ap2s1",16738410,16749294,10.884
"5882","Aplp2",31149557,31211815,62.258
